<Header file>
"software";"created";"content";"1";
"(aixmParser v2.26.4) ";"2021-06-25T14:09:58.320220";"airspacesCatalog";{"srcAixmFile": "../AIXM4.5_all_FR_OM_2021-06-17.xml", "srcAixmOrigin": "Sia-France", "srcAixmVersion": "4.5", "srcAixmCreated": "2021-05-06T14:48:09.497+02:00", "srcAixmEffective": "2021-06-17T00:00:00.000+02:00"};

<Content>
"zoneType";"groupZone";"vfrZone";"vfrZoneExt";"freeFlightZone";"freeFlightZoneExt";"excludeAirspaceNotCoord";"excludeAirspaceNotFfArea";"geometryType";"excludeAirspaceByFilter";"excludeAirspaceByAlt";"excludeAirspaceByRef";"deltaExt";"potentialFilter4FreeFlightZone";"orgName";"keySrcFile";"GUId";"UId";"id";"srcClass";"srcType";"srcCodeActivity";"srcLocalType";"srcCodeMil";"srcCodeLocInd";"srcName";"class";"type";"codeActivity";"name";"nameV";"desc";"Mhz";"activationCode";"activationDesc";"timeScheduling";"declassifiable";"seeNOTAM";"exceptSAT";"exceptSUN";"exceptHOL";"groundEstimatedHeight";"lowerMin";"lower";"lowerM";"ordinalLowerMinM";"ordinalLowerM";"upperMax";"upper";"upperM";"ordinalUpperMaxM";"ordinalUpperM";"WarningValDistVerLower";"WarningValDistVerUpper";"lowerType";"lowerValue";"lowerUnit";"lowerTypeMnm";"lowerValueMnm";"lowerUnitMnm";"upperType";"upperValue";"upperUnit";"lowerTypeMax";"lowerValueMax";"lowerUnitMax";"use4cfd";
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1565633";"LF8207";"";"D-OTHER";;"AER";;;"8207";"Q";"AER";;"8207";"AER 8207 Upper(1300FT AMSL-1000FT AGL)";"Radio controlled model flying as per protocol. Upper limit: 500ft ASFC. Possible elevation up to 1000ft ASFC (1300ft AMSL) as per protocol.";;"HJ";"SR-SS.";;;;;;;;;"SFC";"0";;;"1000FT AGL";"1300FT AMSL";"396";"304";;;;"HEI";"0";"FT";;;;"ALT";"1300";"FT";;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;;;;;;;;;"1560191";"LFSO";"";"TMA";;;;;"NANCY";"G";"TMA";;"NANCY";"TMA NANCY";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"13474591";"LFV8441MOD";"";"D-OTHER";;"AER";;;"8441";"Q";"AER";;"8441";"AER 8441 Upper(5700FT AMSL-1500FT AGL)";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1500FT AGL";"5700FT AMSL";"1737";"457";;;;"HEI";"0";"FT";;;;"ALT";"5700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1561117";"LFRS1.1";"D";"TMA";;;;;"NANTES 1.1";"D";"TMA";;"NANTES 1.1";"TMA NANTES 1.1";"LF-P 8 SAINT NAZAIRE MONTOIR AD: entry prohibited, exception see AIP ENR 5.1";;"H24";;;;;;;;;;"2500FT AMSL";"762";;;;"3500FT AMSL";"1066";;;;;"ALT";"2500";"FT";;;;"ALT";"3500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1561113";"LFRS2";"D";"TMA";;;;;"NANTES 2";"D";"TMA";;"NANTES 2";"TMA NANTES 2";;;"H24";;;;;;;;;;"3500FT AMSL";"1066";;;;"FL055";"1676";;;;;"ALT";"3500";"FT";;;;"STD";"055";"FL";;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;;;;;;;;;"13752019";"LFRL";"";"TMA";;;;;"LANVEOC";"G";"TMA";;"LANVEOC";"TMA LANVEOC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"13579904";"LFRS1.2";"D";"TMA";;;;;"NANTES 1.2";"D";"TMA";;"NANTES 1.2";"TMA NANTES 1.2";;;"H24";"H24 Sauf WE du SAM 1100 au DIM 2200 et JF 1100-2200. ETE: - 1HR. Except WE from SAT 1100 to SUN 2200 and HOL 1100-2200. SUM: - 1HR.";;;;"True";"True";;;;"2500FT AMSL";"762";;;;"3500FT AMSL";"1066";;;;;"ALT";"2500";"FT";;;;"ALT";"3500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1561111";"LFRS3";"D";"TMA";;;;;"NANTES 3";"D";"TMA";;"NANTES 3";"TMA NANTES 3";"Except for LF-R7A when active.";;"H24";;;;;;;;;;"FL055";"1676";;;;"FL115";"3505";;;;;"STD";"055";"FL";;;;"STD";"115";"FL";;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;;;;;;;;;"13793613";"LFRS";"";"CTR";;;;;"NANTES";"G";"CTR";;"NANTES";"CTR NANTES";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;;;;;;;;;"13793607";"LFRZ";"";"CTR";;;;;"SAINT NAZAIRE";"G";"CTR";;"SAINT NAZAIRE";"CTR SAINT NAZAIRE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;;;;;;;;;"13793601";"LFRL";"";"CTR";;;;;"LANVEOC";"G";"CTR";;"LANVEOC";"CTR LANVEOC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Airspace Zone";"False";"False";"True";"False";"True";;;;;"True";;;"True";;;;"1562503";"CTA46541.3";"D";"CTA";;;;;"TOULON 1.3";"D";"CTA";;"TOULON 1.3";"CTA TOULON 1.3";"Actual activity known on: - TOULON APP or announced on RAI 118.825 MHz - MARSEILLE ACC, MARSEILLE INFO, - PROVENCE APP, PROVENCE INFO, - NICE APP, NICE INFO. OAT/GAT procedures. Airspace shared with LF-R 64 A3 TOULON (see AIP ENR 5.1). LF-P 62 TOULON and LF-P 63 ILE DU LEVANT: entry prohibited (exemption: see AIP ENR 5.1).";;"HO";"Activable / Possible activation: H24";;"True";;;;;;;"FL125";"3810";;;;"FL195";"5943";;;;;"STD";"125";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";"FRANCE";;;"1564639";"LFSX4";"D";"TMA";;;;;"LUXEUIL 4";"D";"TMA";;"LUXEUIL 4";"TMA LUXEUIL 4";"OAT/GAT procedures. Deactivation announced by RAI 129.925 Activity known on REIMS ACC, BASEL INFO and STRASBOURG INFO.";;"HO";"Activable H24 hors activité réelle de la EU-C 25 FW. Possible activation H24 out of real activity of EU-C 25 FW.";;"True";;;;;;;"5000FT AMSL";"1524";;;;"FL195";"5943";;;;;"ALT";"5000";"FT";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1562499";"CTA46541.2";"D";"CTA";;;;;"TOULON 1.2";"D";"CTA";;"TOULON 1.2";"CTA TOULON 1.2";"Actual activity known on: - TOULON APP or announced on RAI 118.825 MHz - MARSEILLE ACC, MARSEILLE INFO, - PROVENCE APP, PROVENCE INFO, - NICE APP, NICE INFO. OAT/GAT procedures. Airspace defined except for LF-R 234 B TOURRIS, when active. Airspace shared with LF-R 64 A2 TOULON (see AIP ENR 5.1). LF-P 62 TOULON and LF-P 63 ILE DU LEVANT: entry prohibited (exemption: see AIP ENR 5.1).";;"HO";"Activable / Possible activation: H24";;"True";;;;;;;"FL055";"1676";;;;"FL125";"3810";;;;;"STD";"55";"FL";;;;"STD";"125";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1562583";"LF274";"";"D-OTHER";;"PJE";;;"274";"Q";"PJE";"PARACHUTE";"Saut/Jump 274";"PJE Saut/Jump 274 (PARACHUTE)";"Activity reserved for users authorized by DSAC Ouest. 2000-0800 (SUM - 1HR): Upper limit FL 115. Users' information on: - VANNES INFO (ATS SKED), - NANTES INFO.";;"H24";"H24.";;;;;;;;;"SFC";"0";;;;"FL145";"4419";;;;;"HEI";"0";"FT";;;;"STD";"145";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1562783";"LF520";"";"D-OTHER";;"PJE";;;"520";"Q";"PJE";"PARACHUTE";"Saut/Jump 520";"PJE Saut/Jump 520 (PARACHUTE)";"Activity reserved for users authorized by Pays de la Loire delegation. Users' information on NANTES INFO.";;"HX";"SUM: every day 0700-1100 and 1200-1800, except JUL, AUG: every day 0700-1030 and 1230-1900. WIN: every day 0800-1200 and 1300-SS.";;;;;;;;;"SFC";"0";;;;"FL145";"4419";;;;;"HEI";"0";"FT";;;;"STD";"145";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1562601";"LF276";"";"D-OTHER";;"PJE";;;"276";"Q";"PJE";"PARACHUTE";"Saut/Jump 276";"PJE Saut/Jump 276 (PARACHUTE)";"Activity reserved for users authorized by PAYS DE LA LOIRE delegation. Users information on: - LAVAL INFO or LAVAL A/A - RENNES INFO.";;"HJ";"SR-SS.";;;;;;;;;"SFC";"0";;;;"FL135";"4114";;;;;"HEI";"0";"FT";;;;"STD";"135";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1562841";"LF417";"";"D-OTHER";;"PJE";;;"417";"Q";"PJE";"PARACHUTE";"Saut/Jump 417";"PJE Saut/Jump 417 (PARACHUTE / SeeNotam)";"Activity reserved for authorized pilots and according to protocol in force. Actual activity on CHAMBERY APP, LYON APP ABV FL 095. Other times and levels ABV FL 140 announced by NOTAM.";;"HJ";"SR-SS+30. SUM - 1HR.";;;"True";;;;;;"SFC";"0";;;;"FL140";"4267";;;;;"HEI";"0";"FT";;;;"STD";"140";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"13555652";"LFR278";"";"R";;;;;"278";"R";"R";;"278";"R 278";"Administrator: VANNES MEUCON AD operator. Defined except for the interfering part of the LF-R 94 A MEUCON, when active. Radio contact mandatory with VANNES INFO or A/A if no AFIS. Users' information on: - VANNES INFO - NANTES INFO";;"H24";;;;;;;;;;"SFC";"0";;;;"2500FT AMSL";"762";;;;;"HEI";"0";"FT";;;;"ALT";"2500";"FT";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"13555690";"LFR279";"";"R";;;;;"279";"R";"R";;"279";"R 279";"Administrator: VANNES MEUCON AD operator. Airspace defined except for the interfering LF-R 94 A and B MEUCON areas, when active. Avoidance mandatory during activity, except for: - ACFT departing from or arriving at VANNES MEUCON AD, - ACFT dropping parachutists, - ACFT conducting assistance, rescue or public safety missions, when they can't avoid the area. Users' information: - VANNES INFO - NANTES INFO/APP - BREST ACC";;"H24";"Possible activation: 0800-2000. SUM: - 1 HR";;;;;;;;;"2500FT AMSL";"762";;;;"FL145";"4419";;;;;"ALT";"2500";"FT";;;;"STD";"145";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"1561533";"LFFFUZ2";"";"SECTOR";;;;;"UZ 2";"SECTOR";"SECTOR";;"UZ 2";"UZ 2";;;"HX";;;;;;;;;;"FL265";"8077";;;;"FL285";"8686";;;;;"STD";"265";"FL";;;;"STD";"285";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"1566609";"LFFFOG2";"";"SECTOR";;;;;"OG 2";"SECTOR";"SECTOR";;"OG 2";"OG 2";;;"HX";;;;;;;;;;"FL285";"8686";;;;"FL295";"8991";;;;;"STD";"285";"FL";;;;"STD";"295";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"13604157";"LFFFOG3";"";"SECTOR";;;;;"OG 3";"SECTOR";"SECTOR";;"OG 3";"OG 3";;;"HX";;;;;;;;;;"FL295";"8991";;;;"FL305";"9296";;;;;"STD";"295";"FL";;;;"STD";"305";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"13555734";"LFV1005BAL";"";"D-OTHER";"BALLOON";"BAL";;;"1005";"Q";"BAL";"BALLOON";"1005";"BAL 1005 (BALLOON)";"Gas ballon not marked out.";;"HX";"SR-SS (march to november)";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"7214823";"LFV9241TOW";"";"D-OTHER";"GLIDER";"TRPLA";;;"924-1";"Q";"TRPLA";"GLIDER";"Treuil/Tow 924-1";"TRPLA Treuil/Tow 924-1 (GLIDER) Upper(2000FT AMSL-1650FT AGL)";"Gliders winch launch on unpaved strip 14/32. Cable equipped with descent parachute. Winch equipped with flashing lights and radio. Users information: LAVAL INFO or A/A; RENNES INFO.";;"HJ";"SR-30 - SS+30";;;;;;;;;"SFC";"0";;;"1650FT AGL";"2000FT AMSL";"609";"502";;;;"HEI";"0";"FT";;;;"ALT";"2000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"13555683";"LFV960BAL";"";"D-OTHER";"BALLOON";"BAL";;;"960";"Q";"BAL";"BALLOON";"960";"BAL 960 (BALLOON) Upper(1350FT AMSL-600FT AGL)";"2 captive balloons. Operation submitted in visual meteorological conditions in non-controlled airspace. Night operation: lighting in compliance with fixed obstacles regulation. VHF equipment.";;"H24";;;;;;;;;;"SFC";"0";;;"600FT AGL";"1350FT AMSL";"411";"182";;;;"HEI";"0";"FT";;;;"ALT";"1350";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"2242824";"LF885";"";"D-OTHER";"BALLOON";"BAL";;;"885";"Q";"BAL";"BALLOON";"885";"BAL 885 (BALLOON) Upper(1100FT AMSL-1000FT AGL)";"Gas baloon marked out night and day. Upper limit occasionally raised to 1000ft ASFC according to protocol. Users' information: MOULINEAUX TWR, ORLY TWR outside MOULINEAUX ATS HOR.";;"H24";;;;;;;;;;"SFC";"0";;;"1000FT AGL";"1100FT AMSL";"335";"304";;;;"HEI";"0";"FT";;;;"ALT";"1100";"FT";;;;;
"Airspace Zone";"False";"False";"True";"False";"True";;;;;"True";;;"True";"FRANCE";;;"1564949";"LFML18.2";"D";"TMA";;;;;"PROVENCE 18.2";"D";"TMA";;"PROVENCE 18.2";"TMA PROVENCE 18.2";"(1) In accordance with delegation of service (see AIP part AD2 LFML ATS).";;"H24";;;;;;;;;;"FL115";"3505";;;;"FL195";"5943";;;;;"STD";"115";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";"FRANCE";;;"1561305";"LFML11";"D";"TMA";;;;;"PROVENCE 11";"D";"TMA";;"PROVENCE 11";"TMA PROVENCE 11";"Airspace defined except parts interfering with LF-D 54 B2, B3 TOULON when active (1) In accordance with delegation of service (see AIP part AD2 LFML ATS).";;"H24";;;;;;;;;;"FL055";"1676";;;;"FL195";"5943";;;;;"STD";"055";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"13555339";"LFV241NFP";"";"D-OTHER";;"SUR";;;"241";"Q";"SUR";;"241";"SUR 241 Upper(1000FT AGL-3300FT AGL)";;;"H24";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;"3300FT AGL";"1000FT AGL";"304";"1005";"304";;;"HEI";"0";"FT";;;;"HEI";"1000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564233";"LFV231NFP";"";"D-OTHER";;"SUR";;;"231";"Q";"SUR";;"231";"SUR 231 Upper(1000FT AGL-3300FT AGL)";;;"H24";;;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;"3300FT AGL";"1000FT AGL";"304";"1005";"304";;;"HEI";"0";"FT";;;;"HEI";"1000";"FT";;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"1560611";"5335";"";"D-OTHER";;"SIV";;;"STRASBOURG";"SIV";"SIV";;"STRASBOURG";"STRASBOURG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"14279165";"LFMMLO1";"";"SECTOR";;;;;"LO 1";"SECTOR";"SECTOR";;"LO 1";"LO 1";;;;;;;;;;;;;"SFC";"0";;;;"FL195";"5943";;;;;"HEI";"0";"FT";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"14279504";"LFMMLS2";"";"SECTOR";;;;;"LS 2";"SECTOR";"SECTOR";;"LS 2";"LS 2";;;"HX";;;;;;;;;;"FL195";"5943";;;;"FL245";"7467";;;;;"STD";"195";"FL";;;;"STD";"245";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"14279235";"LFMMLO2";"";"SECTOR";;;;;"LO 2";"SECTOR";"SECTOR";;"LO 2";"LO 2";;;"HX";;;;;;;;;;"FL195";"5943";;;;"FL245";"7467";;;;;"STD";"195";"FL";;;;"STD";"245";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"14279328";"LFMMLS1";"";"SECTOR";;;;;"LS 1";"SECTOR";"SECTOR";;"LS 1";"LS 1";;;"HX";;;;;;;;;;"SFC";"0";;;;"FL195";"5943";;;;;"HEI";"0";"FT";;;;"STD";"195";"FL";;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836668";"LFMM-GYA";"";"SECTOR-C";;;;;"GYA";"SECTOR";"SECTOR";;"GYA";"GYA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836670";"LFMM-GYAB";"";"SECTOR-C";;;;;"GYAB";"SECTOR";"SECTOR";;"GYAB";"GYAB";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836672";"LFMM-K12";"";"SECTOR-C";;;;;"K12";"SECTOR";"SECTOR";;"K12";"K12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836674";"LFMM-K23";"";"SECTOR-C";;;;;"K23";"SECTOR";"SECTOR";;"K23";"K23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836676";"LFMM-KK";"";"SECTOR-C";;;;;"KK";"SECTOR";"SECTOR";;"KK";"KK";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836686";"LFMM-M12";"";"SECTOR-C";;;;;"M12";"SECTOR";"SECTOR";;"M12";"M12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836688";"LFMM-M23";"";"SECTOR-C";;;;;"M23";"SECTOR";"SECTOR";;"M23";"M23";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836690";"LFMM-M34";"";"SECTOR-C";;;;;"M34";"SECTOR";"SECTOR";;"M34";"M34";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836692";"LFMM-MALY";"";"SECTOR-C";;;;;"MALY";"SECTOR";"SECTOR";;"MALY";"MALY";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836694";"LFMM-MF";"";"SECTOR-C";;;;;"MF";"SECTOR";"SECTOR";;"MF";"MF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13837031";"LFEE-KHE";"";"SECTOR-C";;;;;"KHE";"SECTOR";"SECTOR";;"KHE";"KHE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836311";"LFBB-FNOR";"";"SECTOR-C";;;;;"FNOR";"SECTOR";"SECTOR";;"FNOR";"FNOR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836313";"LFBB-FSUD";"";"SECTOR-C";;;;;"FSUD";"SECTOR";"SECTOR";;"FSUD";"FSUD";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13835794";"LFBB-BDX";"";"SECTOR-C";;;;;"BDX";"SECTOR";"SECTOR";;"BDX";"BDX";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836315";"LFBB-H34";"";"SECTOR-C";;;;;"H34";"SECTOR";"SECTOR";;"H34";"H34";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836317";"LFBB-L12";"";"SECTOR-C";;;;;"L12";"SECTOR";"SECTOR";;"L12";"L12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836321";"LFBB-N34";"";"SECTOR-C";;;;;"N34";"SECTOR";"SECTOR";;"N34";"N34";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836325";"LFBB-NH3";"";"SECTOR-C";;;;;"NH3";"SECTOR";"SECTOR";;"NH3";"NH3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836327";"LFBB-NH34";"";"SECTOR-C";;;;;"NH34";"SECTOR";"SECTOR";;"NH34";"NH34";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836329";"LFBB-NH4";"";"SECTOR-C";;;;;"NH4";"SECTOR";"SECTOR";;"NH4";"NH4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836331";"LFBB-P12";"";"SECTOR-C";;;;;"P12";"SECTOR";"SECTOR";;"P12";"P12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836333";"LFBB-P123";"";"SECTOR-C";;;;;"P123";"SECTOR";"SECTOR";;"P123";"P123";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836337";"LFBB-PT";"";"SECTOR-C";;;;;"PT";"SECTOR";"SECTOR";;"PT";"PT";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836339";"LFBB-R12";"";"SECTOR-C";;;;;"R12";"SECTOR";"SECTOR";;"R12";"R12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836296";"LFBB-FBDX";"";"SECTOR-C";;;;;"FBDX";"SECTOR";"SECTOR";;"FBDX";"FBDX";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836309";"LFRR-AIU";"";"SECTOR-C";;;;;"AIU";"SECTOR";"SECTOR";;"AIU";"AIU";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836343";"LFBB-RL";"";"SECTOR-C";;;;;"RL";"SECTOR";"SECTOR";;"RL";"RL";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836345";"LFBB-RL1";"";"SECTOR-C";;;;;"RL1";"SECTOR";"SECTOR";;"RL1";"RL1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836347";"LFBB-RL12";"";"SECTOR-C";;;;;"RL12";"SECTOR";"SECTOR";;"RL12";"RL12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836349";"LFBB-RL2";"";"SECTOR-C";;;;;"RL2";"SECTOR";"SECTOR";;"RL2";"RL2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836394";"LFBB-ZX1";"";"SECTOR-C";;;;;"ZX1";"SECTOR";"SECTOR";;"ZX1";"ZX1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836396";"LFBB-ZX12";"";"SECTOR-C";;;;;"ZX12";"SECTOR";"SECTOR";;"ZX12";"ZX12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836398";"LFBB-ZX2";"";"SECTOR-C";;;;;"ZX2";"SECTOR";"SECTOR";;"ZX2";"ZX2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836400";"LFBB-ZX3";"";"SECTOR-C";;;;;"ZX3";"SECTOR";"SECTOR";;"ZX3";"ZX3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836402";"LFBB-ZX34";"";"SECTOR-C";;;;;"ZX34";"SECTOR";"SECTOR";;"ZX34";"ZX34";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836404";"LFBB-ZX4";"";"SECTOR-C";;;;;"ZX4";"SECTOR";"SECTOR";;"ZX4";"ZX4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836414";"LFRR-ESTS";"";"SECTOR-C";;;;;"ESTS";"SECTOR";"SECTOR";;"ESTS";"ESTS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Grouping zone";"True";"False";;"False";"False";"True";;;"True";;;;;;;;"13836416";"LFRR-ESTIU";"";"SECTOR-C";;;;;"ESTIU";"SECTOR";"SECTOR";;"ESTIU";"ESTIU";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
